"","Year","Month","Date","City","Temperature"
"1534","2011","FEB",2011-02-01,"Bucaramanga",21.1
"1535","2011","MAR",2011-03-01,"Bucaramanga",20.8
"1536","2011","APR",2011-04-01,"Bucaramanga",20.9
"1537","2011","MAY",2011-05-01,"Bucaramanga",21.3
"1538","2011","JUN",2011-06-01,"Bucaramanga",21.6
"1539","2011","JUL",2011-07-01,"Bucaramanga",21.4
"1540","2011","AUG",2011-08-01,"Bucaramanga",21.8
"1541","2011","SEP",2011-09-01,"Bucaramanga",21.5
"1542","2011","OCT",2011-10-01,"Bucaramanga",20.5
"1543","2011","NOV",2011-11-01,"Bucaramanga",20.6
"1544","2011","DEC",2011-12-01,"Bucaramanga",20.7
"1545","2012","JAN",2012-01-01,"Bucaramanga",21.2
"1546","2012","FEB",2012-02-01,"Bucaramanga",21.7
"1547","2012","MAR",2012-03-01,"Bucaramanga",21.5
"1548","2012","MAY",2012-05-01,"Bucaramanga",21.7
"1549","2012","JUN",2012-06-01,"Bucaramanga",21.9
"1550","2012","SEP",2012-09-01,"Bucaramanga",22.1
"1551","2012","OCT",2012-10-01,"Bucaramanga",21.3
"1552","2012","NOV",2012-11-01,"Bucaramanga",21.6
"1553","2012","DEC",2012-12-01,"Bucaramanga",21.3
"1554","2013","JAN",2013-01-01,"Bucaramanga",22.4
"1555","2013","FEB",2013-02-01,"Bucaramanga",21.9
"1556","2013","MAR",2013-03-01,"Bucaramanga",22
"1557","2013","APR",2013-04-01,"Bucaramanga",22.2
"1558","2013","MAY",2013-05-01,"Bucaramanga",21.4
"1559","2013","JUN",2013-06-01,"Bucaramanga",21.9
"1560","2013","JUL",2013-07-01,"Bucaramanga",22
"1561","2013","AUG",2013-08-01,"Bucaramanga",21.7
"1562","2013","SEP",2013-09-01,"Bucaramanga",21.8
"1563","2013","OCT",2013-10-01,"Bucaramanga",21.4
"1564","2013","NOV",2013-11-01,"Bucaramanga",21
"1565","2013","DEC",2013-12-01,"Bucaramanga",21.2
"1566","2014","JAN",2014-01-01,"Bucaramanga",21.9
"1567","2014","FEB",2014-02-01,"Bucaramanga",22.1
"1568","2014","MAR",2014-03-01,"Bucaramanga",21.9
"1569","2014","APR",2014-04-01,"Bucaramanga",22.3
"1570","2014","MAY",2014-05-01,"Bucaramanga",21.8
"1571","2014","JUN",2014-06-01,"Bucaramanga",22.4
"1572","2014","JUL",2014-07-01,"Bucaramanga",23
"1573","2014","AUG",2014-08-01,"Bucaramanga",21.8
"1574","2014","SEP",2014-09-01,"Bucaramanga",21.9
"1575","2014","OCT",2014-10-01,"Bucaramanga",21.3
"1576","2014","NOV",2014-11-01,"Bucaramanga",21.2
"1577","2014","DEC",2014-12-01,"Bucaramanga",21.5
"1578","2015","JAN",2015-01-01,"Bucaramanga",22
"1579","2015","FEB",2015-02-01,"Bucaramanga",21.8
"1580","1966","JUL",1966-07-01,"Barranquilla",28
"1581","1966","AUG",1966-08-01,"Barranquilla",28.2
"1582","1966","SEP",1966-09-01,"Barranquilla",27.6
"1583","1966","OCT",1966-10-01,"Barranquilla",26.9
"1584","1966","NOV",1966-11-01,"Barranquilla",27
"1585","1966","DEC",1966-12-01,"Barranquilla",26.6
"1586","1967","JAN",1967-01-01,"Barranquilla",26.2
"1587","1967","FEB",1967-02-01,"Barranquilla",26.3
"1588","1967","MAR",1967-03-01,"Barranquilla",26.1
"1589","1967","APR",1967-04-01,"Barranquilla",26.9
"1590","1967","MAY",1967-05-01,"Barranquilla",27.7
"1591","1967","JUN",1967-06-01,"Barranquilla",27.3
"1592","1967","JUL",1967-07-01,"Barranquilla",27.5
"1593","1967","AUG",1967-08-01,"Barranquilla",27.8
"1594","1967","SEP",1967-09-01,"Barranquilla",27.3
"1595","1967","OCT",1967-10-01,"Barranquilla",27.1
"1596","1967","NOV",1967-11-01,"Barranquilla",27.1
"1597","1967","DEC",1967-12-01,"Barranquilla",26.8
"1598","1968","JAN",1968-01-01,"Barranquilla",25.7
"1599","1968","FEB",1968-02-01,"Barranquilla",26.5
"1600","1968","MAR",1968-03-01,"Barranquilla",26.5
"1601","1968","APR",1968-04-01,"Barranquilla",27
"1602","1968","MAY",1968-05-01,"Barranquilla",27.5
"1603","1968","JUN",1968-06-01,"Barranquilla",27.3
"1604","1968","JUL",1968-07-01,"Barranquilla",27.8
"1605","1968","AUG",1968-08-01,"Barranquilla",28
"1606","1968","SEP",1968-09-01,"Barranquilla",27.8
"1607","1968","OCT",1968-10-01,"Barranquilla",26.8
"1608","1968","NOV",1968-11-01,"Barranquilla",27.4
"1609","1968","DEC",1968-12-01,"Barranquilla",27
"1610","1969","JAN",1969-01-01,"Barranquilla",26.5
"1611","1969","FEB",1969-02-01,"Barranquilla",26.4
"1612","1969","MAR",1969-03-01,"Barranquilla",27.7
"1613","1969","APR",1969-04-01,"Barranquilla",27.9
"1614","1969","MAY",1969-05-01,"Barranquilla",29.2
"1615","1969","JUN",1969-06-01,"Barranquilla",28.5
"1616","1969","JUL",1969-07-01,"Barranquilla",28.6
"1617","1969","AUG",1969-08-01,"Barranquilla",27.4
"1618","1969","SEP",1969-09-01,"Barranquilla",27.8
"1619","1969","OCT",1969-10-01,"Barranquilla",26.6
"1620","1969","NOV",1969-11-01,"Barranquilla",27
"1621","1969","DEC",1969-12-01,"Barranquilla",27.8
"1622","1970","JAN",1970-01-01,"Barranquilla",27.1
"1623","1970","FEB",1970-02-01,"Barranquilla",26.9
"1624","1970","MAR",1970-03-01,"Barranquilla",27.1
"1625","1970","APR",1970-04-01,"Barranquilla",27.5
"1626","1970","MAY",1970-05-01,"Barranquilla",27.6
"1627","1970","JUN",1970-06-01,"Barranquilla",28.5
"1628","1970","JUL",1970-07-01,"Barranquilla",27.7
"1629","1970","AUG",1970-08-01,"Barranquilla",27.4
"1630","1970","SEP",1970-09-01,"Barranquilla",26.9
"1631","1970","OCT",1970-10-01,"Barranquilla",27
"1632","1970","NOV",1970-11-01,"Barranquilla",26.7
"1633","1970","DEC",1970-12-01,"Barranquilla",27
"1634","1971","JAN",1971-01-01,"Barranquilla",26.3
"1635","1971","FEB",1971-02-01,"Barranquilla",26.2
"1636","1971","MAR",1971-03-01,"Barranquilla",26.4
"1637","1971","APR",1971-04-01,"Barranquilla",27.2
"1638","1975","NOV",1975-11-01,"Barranquilla",26.6
"1639","1975","DEC",1975-12-01,"Barranquilla",26.2
"1640","1976","JAN",1976-01-01,"Barranquilla",25.9
"1641","1976","FEB",1976-02-01,"Barranquilla",26.1
"1642","1976","MAR",1976-03-01,"Barranquilla",26.1
"1643","1976","APR",1976-04-01,"Barranquilla",27.2
"1644","1976","MAY",1976-05-01,"Barranquilla",28
"1645","1976","JUN",1976-06-01,"Barranquilla",27.7
"1646","1976","JUL",1976-07-01,"Barranquilla",28
"1647","1976","AUG",1976-08-01,"Barranquilla",28.3
"1648","1976","SEP",1976-09-01,"Barranquilla",28.2
"1649","1976","OCT",1976-10-01,"Barranquilla",27.3
"1650","1976","NOV",1976-11-01,"Barranquilla",28
"1651","1976","DEC",1976-12-01,"Barranquilla",27.1
"1652","1977","JAN",1977-01-01,"Barranquilla",26.7
"1653","1977","FEB",1977-02-01,"Barranquilla",26.7
"1654","1977","MAR",1977-03-01,"Barranquilla",26.6
"1655","1977","APR",1977-04-01,"Barranquilla",27.3
"1656","1977","MAY",1977-05-01,"Barranquilla",27.9
"1657","1977","JUN",1977-06-01,"Barranquilla",28
"1658","1977","JUL",1977-07-01,"Barranquilla",27.9
"1659","1977","AUG",1977-08-01,"Barranquilla",28.1
"1660","1977","SEP",1977-09-01,"Barranquilla",28
"1661","1977","OCT",1977-10-01,"Barranquilla",28.1
"1662","1977","NOV",1977-11-01,"Barranquilla",28.1
"1663","1977","DEC",1977-12-01,"Barranquilla",27.5
"1664","1978","JAN",1978-01-01,"Barranquilla",26.7
"1665","1978","FEB",1978-02-01,"Barranquilla",27.3
"1666","1978","MAR",1978-03-01,"Barranquilla",27.5
"1667","1978","APR",1978-04-01,"Barranquilla",28.1
"1668","1978","MAY",1978-05-01,"Barranquilla",28
"1669","1978","JUN",1978-06-01,"Barranquilla",28.1
"1670","1978","JUL",1978-07-01,"Barranquilla",28.1
"1671","1978","AUG",1978-08-01,"Barranquilla",28.4
"1672","1978","SEP",1978-09-01,"Barranquilla",27.3
"1673","1978","OCT",1978-10-01,"Barranquilla",27.3
"1674","1978","NOV",1978-11-01,"Barranquilla",28
"1675","1978","DEC",1978-12-01,"Barranquilla",26.9
"1676","1979","JAN",1979-01-01,"Barranquilla",26.6
"1677","1979","FEB",1979-02-01,"Barranquilla",27.4
"1678","1979","MAR",1979-03-01,"Barranquilla",27.7
"1679","1979","APR",1979-04-01,"Barranquilla",27.6
"1680","1979","MAY",1979-05-01,"Barranquilla",28.5
"1681","1979","JUN",1979-06-01,"Barranquilla",28.1
"1682","1979","JUL",1979-07-01,"Barranquilla",28.4
"1683","1979","AUG",1979-08-01,"Barranquilla",27.9
"1684","1979","SEP",1979-09-01,"Barranquilla",27.5
"1685","1979","OCT",1979-10-01,"Barranquilla",28.2
"1686","1979","NOV",1979-11-01,"Barranquilla",27.9
"1687","1979","DEC",1979-12-01,"Barranquilla",27.5
"1688","1980","JAN",1980-01-01,"Barranquilla",27.5
"1689","1980","FEB",1980-02-01,"Barranquilla",27.1
"1690","1980","MAR",1980-03-01,"Barranquilla",26.7
"1691","1980","APR",1980-04-01,"Barranquilla",28
"1692","1980","MAY",1980-05-01,"Barranquilla",28.9
"1693","1980","JUN",1980-06-01,"Barranquilla",28.6
"1694","1980","JUL",1980-07-01,"Barranquilla",28.4
"1695","1980","AUG",1980-08-01,"Barranquilla",28.1
"1696","1980","SEP",1980-09-01,"Barranquilla",28.5
"1697","1980","OCT",1980-10-01,"Barranquilla",27.5
"1698","1980","NOV",1980-11-01,"Barranquilla",27.5
"1699","1980","DEC",1980-12-01,"Barranquilla",27.3
"1700","1981","JAN",1981-01-01,"Barranquilla",27.5
"1701","1981","FEB",1981-02-01,"Barranquilla",27.4
"1702","1981","MAR",1981-03-01,"Barranquilla",28
"1703","1981","APR",1981-04-01,"Barranquilla",27.5
"1704","1981","MAY",1981-05-01,"Barranquilla",27.7
"1705","1981","JUN",1981-06-01,"Barranquilla",27.9
"1706","1981","JUL",1981-07-01,"Barranquilla",28.3
"1707","1981","AUG",1981-08-01,"Barranquilla",27.6
"1708","1981","SEP",1981-09-01,"Barranquilla",27.6
"1709","1981","OCT",1981-10-01,"Barranquilla",27.2
"1710","1981","NOV",1981-11-01,"Barranquilla",27.7
"1711","1981","DEC",1981-12-01,"Barranquilla",27.6
"1712","1982","JAN",1982-01-01,"Barranquilla",26.8
"1713","1982","FEB",1982-02-01,"Barranquilla",27
"1714","1982","MAR",1982-03-01,"Barranquilla",26.7
"1715","1982","APR",1982-04-01,"Barranquilla",27.4
"1716","1982","MAY",1982-05-01,"Barranquilla",28.1
"1717","1982","JUN",1982-06-01,"Barranquilla",28.1
"1718","1982","JUL",1982-07-01,"Barranquilla",27.9
"1719","1982","AUG",1982-08-01,"Barranquilla",28.6
"1720","1982","SEP",1982-09-01,"Barranquilla",28.3
"1721","1982","OCT",1982-10-01,"Barranquilla",27.1
"1722","1982","NOV",1982-11-01,"Barranquilla",27.7
"1723","1982","DEC",1982-12-01,"Barranquilla",27.1
"1724","1983","JAN",1983-01-01,"Barranquilla",27.2
"1725","1983","FEB",1983-02-01,"Barranquilla",27.1
"1726","1983","MAR",1983-03-01,"Barranquilla",28.3
"1727","1983","APR",1983-04-01,"Barranquilla",28.2
"1728","1983","MAY",1983-05-01,"Barranquilla",29
"1729","1983","JUN",1983-06-01,"Barranquilla",29.1
"1730","1983","JUL",1983-07-01,"Barranquilla",28.7
"1731","1983","AUG",1983-08-01,"Barranquilla",28.7
"1732","1983","SEP",1983-09-01,"Barranquilla",28.5
"1733","1983","OCT",1983-10-01,"Barranquilla",27.4
"1734","1983","NOV",1983-11-01,"Barranquilla",28
"1735","1983","DEC",1983-12-01,"Barranquilla",27.3
"1736","1984","JAN",1984-01-01,"Barranquilla",26.9
"1737","1984","FEB",1984-02-01,"Barranquilla",27.2
"1738","1984","MAR",1984-03-01,"Barranquilla",27.2
"1739","1984","APR",1984-04-01,"Barranquilla",27.6
"1740","1984","MAY",1984-05-01,"Barranquilla",28.1
"1741","1984","JUN",1984-06-01,"Barranquilla",28.2
"1742","1984","JUL",1984-07-01,"Barranquilla",27.3
"1743","1984","AUG",1984-08-01,"Barranquilla",27.5
"1744","1984","SEP",1984-09-01,"Barranquilla",27
"1745","1984","OCT",1984-10-01,"Barranquilla",27.1
"1746","1984","NOV",1984-11-01,"Barranquilla",26.6
"1747","1984","DEC",1984-12-01,"Barranquilla",26.5
"1748","1985","JAN",1985-01-01,"Barranquilla",25.8
"1749","1985","FEB",1985-02-01,"Barranquilla",26.6
"1750","1985","MAR",1985-03-01,"Barranquilla",26.7
"1751","1985","APR",1985-04-01,"Barranquilla",27.2
"1752","1985","MAY",1985-05-01,"Barranquilla",28.2
"1753","1985","JUN",1985-06-01,"Barranquilla",28.2
"1754","1985","JUL",1985-07-01,"Barranquilla",28.3
"1755","1985","AUG",1985-08-01,"Barranquilla",27.9
"1756","1985","SEP",1985-09-01,"Barranquilla",27.6
"1757","1985","OCT",1985-10-01,"Barranquilla",27.1
"1758","1985","NOV",1985-11-01,"Barranquilla",27.4
"1759","1985","DEC",1985-12-01,"Barranquilla",26.3
"1760","1986","JAN",1986-01-01,"Barranquilla",26.4
"1761","1986","FEB",1986-02-01,"Barranquilla",26.5
"1762","1986","MAR",1986-03-01,"Barranquilla",27.4
"1763","1986","APR",1986-04-01,"Barranquilla",27.9
"1764","1986","MAY",1986-05-01,"Barranquilla",28.4
"1765","1986","JUN",1986-06-01,"Barranquilla",28.2
"1766","1986","JUL",1986-07-01,"Barranquilla",28.5
"1767","1986","AUG",1986-08-01,"Barranquilla",28.5
"1768","1986","SEP",1986-09-01,"Barranquilla",28.2
"1769","1986","OCT",1986-10-01,"Barranquilla",27.4
"1770","1986","NOV",1986-11-01,"Barranquilla",27.8
"1771","1986","DEC",1986-12-01,"Barranquilla",26.9
"1772","1987","JAN",1987-01-01,"Barranquilla",26.9
"1773","1987","FEB",1987-02-01,"Barranquilla",27.6
"1774","1987","MAR",1987-03-01,"Barranquilla",28.3
"1775","1987","APR",1987-04-01,"Barranquilla",28.9
"1776","1987","MAY",1987-05-01,"Barranquilla",28.4
"1777","1987","JUN",1987-06-01,"Barranquilla",29.4
"1778","1987","JUL",1987-07-01,"Barranquilla",28.2
"1779","1987","AUG",1987-08-01,"Barranquilla",28.9
"1780","1987","SEP",1987-09-01,"Barranquilla",28.4
"1781","1987","OCT",1987-10-01,"Barranquilla",27.3
"1782","1987","NOV",1987-11-01,"Barranquilla",28.5
"1783","1987","DEC",1987-12-01,"Barranquilla",27.9
"1784","1988","JAN",1988-01-01,"Barranquilla",26.5
"1785","1988","FEB",1988-02-01,"Barranquilla",27.1
"1786","1988","MAR",1988-03-01,"Barranquilla",27.4
"1787","1988","APR",1988-04-01,"Barranquilla",28.3
"1788","1988","MAY",1988-05-01,"Barranquilla",28.8
"1789","1988","JUN",1988-06-01,"Barranquilla",28.1
"1790","1988","JUL",1988-07-01,"Barranquilla",28.2
"1791","1988","AUG",1988-08-01,"Barranquilla",27.2
"1792","1988","SEP",1988-09-01,"Barranquilla",27.4
"1793","1988","OCT",1988-10-01,"Barranquilla",27.3
"1794","1988","NOV",1988-11-01,"Barranquilla",27.3
"1795","1988","DEC",1988-12-01,"Barranquilla",26.7
"1796","1989","JAN",1989-01-01,"Barranquilla",26.2
"1797","1989","FEB",1989-02-01,"Barranquilla",26
"1798","1989","MAR",1989-03-01,"Barranquilla",27.1
"1799","1989","APR",1989-04-01,"Barranquilla",27.2
"1800","1989","MAY",1989-05-01,"Barranquilla",28.6
"1801","1989","JUN",1989-06-01,"Barranquilla",28.1
"1802","1989","JUL",1989-07-01,"Barranquilla",28.2
"1803","1989","AUG",1989-08-01,"Barranquilla",28.2
"1804","1989","SEP",1989-09-01,"Barranquilla",26.8
"1805","1989","OCT",1989-10-01,"Barranquilla",27.7
"1806","1989","NOV",1989-11-01,"Barranquilla",27.3
"1807","1989","DEC",1989-12-01,"Barranquilla",26.7
"1808","1990","JAN",1990-01-01,"Barranquilla",26.7
"1809","1990","FEB",1990-02-01,"Barranquilla",26.4
"1810","1990","MAR",1990-03-01,"Barranquilla",26.8
"1811","1990","APR",1990-04-01,"Barranquilla",27.9
"1812","1990","MAY",1990-05-01,"Barranquilla",28.8
"1813","1990","JUN",1990-06-01,"Barranquilla",29.3
"1814","1990","JUL",1990-07-01,"Barranquilla",29
"1815","1990","AUG",1990-08-01,"Barranquilla",28.7
"1816","1990","SEP",1990-09-01,"Barranquilla",28.8
"1817","1990","OCT",1990-10-01,"Barranquilla",27.3
"1818","1990","NOV",1990-11-01,"Barranquilla",28
"1819","1990","DEC",1990-12-01,"Barranquilla",27
"1820","1991","JAN",1991-01-01,"Barranquilla",26.5
"1821","1991","FEB",1991-02-01,"Barranquilla",26.8
"1822","1991","MAR",1991-03-01,"Barranquilla",27.6
"1823","1991","APR",1991-04-01,"Barranquilla",28
"1824","1991","MAY",1991-05-01,"Barranquilla",28.2
"1825","1991","JUN",1991-06-01,"Barranquilla",28.7
"1826","1991","JUL",1991-07-01,"Barranquilla",28.5
"1827","1991","AUG",1991-08-01,"Barranquilla",29
"1828","1991","SEP",1991-09-01,"Barranquilla",28.3
"1829","1991","OCT",1991-10-01,"Barranquilla",27.8
"1830","1991","NOV",1991-11-01,"Barranquilla",28
"1831","1991","DEC",1991-12-01,"Barranquilla",26.8
"1832","1992","JAN",1992-01-01,"Barranquilla",26.8
"1833","1992","FEB",1992-02-01,"Barranquilla",27.3
"1834","1992","MAR",1992-03-01,"Barranquilla",27.3
"1835","1992","APR",1992-04-01,"Barranquilla",28.2
"1836","1992","MAY",1992-05-01,"Barranquilla",28.9
"1837","1992","JUN",1992-06-01,"Barranquilla",29.2
"1838","1992","JUL",1992-07-01,"Barranquilla",28.6
"1839","1992","AUG",1992-08-01,"Barranquilla",28
"1840","1992","SEP",1992-09-01,"Barranquilla",28.3
"1841","1992","OCT",1992-10-01,"Barranquilla",28
"1842","1992","NOV",1992-11-01,"Barranquilla",28.1
"1843","1992","DEC",1992-12-01,"Barranquilla",27.7
"1844","1993","JAN",1993-01-01,"Barranquilla",27.6
"1845","1993","FEB",1993-02-01,"Barranquilla",27.4
"1846","1993","MAR",1993-03-01,"Barranquilla",27.7
"1847","1993","APR",1993-04-01,"Barranquilla",28.7
"1848","1993","MAY",1993-05-01,"Barranquilla",28.4
"1849","1993","JUN",1993-06-01,"Barranquilla",29
"1850","1993","JUL",1993-07-01,"Barranquilla",28.2
"1851","1993","AUG",1993-08-01,"Barranquilla",28.2
"1852","1993","SEP",1993-09-01,"Barranquilla",27.4
"1853","1993","OCT",1993-10-01,"Barranquilla",28.4
"1854","1993","NOV",1993-11-01,"Barranquilla",27.7
"1855","1993","DEC",1993-12-01,"Barranquilla",27.8
"1856","1994","JAN",1994-01-01,"Barranquilla",26.8
"1857","1994","FEB",1994-02-01,"Barranquilla",26.7
"1858","1994","MAR",1994-03-01,"Barranquilla",27.6
"1859","1994","APR",1994-04-01,"Barranquilla",27.9
"1860","1994","MAY",1994-05-01,"Barranquilla",28.5
"1861","1994","JUN",1994-06-01,"Barranquilla",28.7
"1862","1994","JUL",1994-07-01,"Barranquilla",28.2
"1863","1994","AUG",1994-08-01,"Barranquilla",28.6
"1864","1994","SEP",1994-09-01,"Barranquilla",28.6
"1865","1994","OCT",1994-10-01,"Barranquilla",27.7
"1866","1994","NOV",1994-11-01,"Barranquilla",27.6
"1867","1994","DEC",1994-12-01,"Barranquilla",27.5
"1868","1995","JAN",1995-01-01,"Barranquilla",27.5
"1869","1995","FEB",1995-02-01,"Barranquilla",27.3
"1870","1995","MAR",1995-03-01,"Barranquilla",27.9
"1871","1995","APR",1995-04-01,"Barranquilla",28.3
"1872","1995","MAY",1995-05-01,"Barranquilla",28.8
"1873","1995","JUN",1995-06-01,"Barranquilla",28.5
"1874","1995","JUL",1995-07-01,"Barranquilla",28
"1875","1995","AUG",1995-08-01,"Barranquilla",27.8
"1876","1995","SEP",1995-09-01,"Barranquilla",28.5
"1877","1995","OCT",1995-10-01,"Barranquilla",27.4
"1878","1995","NOV",1995-11-01,"Barranquilla",28.4
"1879","1995","DEC",1995-12-01,"Barranquilla",27.9
"1880","1996","JAN",1996-01-01,"Barranquilla",27.4
"1881","1996","FEB",1996-02-01,"Barranquilla",27.4
"1882","1996","MAR",1996-03-01,"Barranquilla",27.7
"1883","1996","APR",1996-04-01,"Barranquilla",28
"1884","1996","MAY",1996-05-01,"Barranquilla",28.1
"1885","1996","JUN",1996-06-01,"Barranquilla",28.3
"1886","1996","JUL",1996-07-01,"Barranquilla",28
"1887","1996","AUG",1996-08-01,"Barranquilla",28.5
"1888","1996","SEP",1996-09-01,"Barranquilla",28.1
"1889","1996","OCT",1996-10-01,"Barranquilla",27.5
"1890","1996","NOV",1996-11-01,"Barranquilla",27.1
"1891","1996","DEC",1996-12-01,"Barranquilla",27.3
"1892","1997","JAN",1997-01-01,"Barranquilla",27
"1893","1997","FEB",1997-02-01,"Barranquilla",27.3
"1894","1997","MAR",1997-03-01,"Barranquilla",26.5
"1895","1997","APR",1997-04-01,"Barranquilla",27.7
"1896","1997","MAY",1997-05-01,"Barranquilla",28.8
"1897","1997","JUN",1997-06-01,"Barranquilla",28.7
"1898","1997","JUL",1997-07-01,"Barranquilla",28.9
"1899","1997","AUG",1997-08-01,"Barranquilla",29.2
"1900","1997","SEP",1997-09-01,"Barranquilla",28.8
"1901","1997","OCT",1997-10-01,"Barranquilla",28.2
"1902","1997","NOV",1997-11-01,"Barranquilla",28
"1903","1997","DEC",1997-12-01,"Barranquilla",28.1
"1904","1998","JAN",1998-01-01,"Barranquilla",27.7
"1905","1998","FEB",1998-02-01,"Barranquilla",28.3
"1906","1998","MAR",1998-03-01,"Barranquilla",28
"1907","1998","APR",1998-04-01,"Barranquilla",28.9
"1908","1998","MAY",1998-05-01,"Barranquilla",29.1
"1909","1998","JUN",1998-06-01,"Barranquilla",28.6
"1910","1998","JUL",1998-07-01,"Barranquilla",28.4
"1911","1998","AUG",1998-08-01,"Barranquilla",29
"1912","1998","SEP",1998-09-01,"Barranquilla",28
"1913","1998","OCT",1998-10-01,"Barranquilla",27.7
"1914","1998","NOV",1998-11-01,"Barranquilla",27.6
"1915","1998","DEC",1998-12-01,"Barranquilla",27.2
"1916","1999","JAN",1999-01-01,"Barranquilla",26.9
"1917","1999","FEB",1999-02-01,"Barranquilla",26.3
"1918","1999","MAR",1999-03-01,"Barranquilla",27.4
"1919","1999","APR",1999-04-01,"Barranquilla",28
"1920","1999","MAY",1999-05-01,"Barranquilla",28.3
"1921","1999","JUN",1999-06-01,"Barranquilla",28
"1922","1999","JUL",1999-07-01,"Barranquilla",28.1
"1923","1999","AUG",1999-08-01,"Barranquilla",27.5
"1924","1999","SEP",1999-09-01,"Barranquilla",26.7
"1925","1999","OCT",1999-10-01,"Barranquilla",26.6
"1926","1999","NOV",1999-11-01,"Barranquilla",26.8
"1927","1999","DEC",1999-12-01,"Barranquilla",27.1
"1928","2000","JAN",2000-01-01,"Barranquilla",26.4
"1929","2000","FEB",2000-02-01,"Barranquilla",26.6
"1930","2000","MAR",2000-03-01,"Barranquilla",26.9
"1931","2000","APR",2000-04-01,"Barranquilla",27.6
"1932","2000","MAY",2000-05-01,"Barranquilla",28.3
"1933","2000","JUL",2000-07-01,"Barranquilla",28.2
"1934","2000","AUG",2000-08-01,"Barranquilla",28.8
"1935","2000","SEP",2000-09-01,"Barranquilla",27.9
"1936","2000","OCT",2000-10-01,"Barranquilla",28.3
"1937","2000","NOV",2000-11-01,"Barranquilla",27.6
"1938","2000","DEC",2000-12-01,"Barranquilla",27.2
"1939","2001","JAN",2001-01-01,"Barranquilla",26.7
"1940","2001","FEB",2001-02-01,"Barranquilla",25.8
"1941","2001","MAR",2001-03-01,"Barranquilla",26.8
"1942","2001","APR",2001-04-01,"Barranquilla",27.3
"1943","2001","MAY",2001-05-01,"Barranquilla",28
"1944","2001","JUN",2001-06-01,"Barranquilla",27.9
"1945","2001","JUL",2001-07-01,"Barranquilla",28.2
"1946","2001","AUG",2001-08-01,"Barranquilla",28.9
"1947","2001","SEP",2001-09-01,"Barranquilla",27.7
"1948","2001","OCT",2001-10-01,"Barranquilla",27.7
"1949","2001","NOV",2001-11-01,"Barranquilla",27.7
"1950","2001","DEC",2001-12-01,"Barranquilla",28.3
"1951","2002","JAN",2002-01-01,"Barranquilla",28.4
"1952","2002","FEB",2002-02-01,"Barranquilla",28
"1953","2002","MAR",2002-03-01,"Barranquilla",28.8
"1954","2002","APR",2002-04-01,"Barranquilla",28.7
"1955","2002","MAY",2002-05-01,"Barranquilla",29.2
"1956","2002","JUN",2002-06-01,"Barranquilla",28.8
"1957","2002","JUL",2002-07-01,"Barranquilla",28.1
"1958","2002","AUG",2002-08-01,"Barranquilla",28.9
"1959","2002","SEP",2002-09-01,"Barranquilla",28
"1960","2002","OCT",2002-10-01,"Barranquilla",28.7
"1961","2002","NOV",2002-11-01,"Barranquilla",28.8
"1962","2002","DEC",2002-12-01,"Barranquilla",28.5
"1963","2003","JAN",2003-01-01,"Barranquilla",28.5
"1964","2003","FEB",2003-02-01,"Barranquilla",28.5
"1965","2003","MAR",2003-03-01,"Barranquilla",27.8
"1966","2003","APR",2003-04-01,"Barranquilla",28.6
"1967","2003","MAY",2003-05-01,"Barranquilla",29.2
"1968","2003","JUN",2003-06-01,"Barranquilla",29.7
"1969","2003","JUL",2003-07-01,"Barranquilla",28.8
"1970","2003","AUG",2003-08-01,"Barranquilla",29.2
"1971","2003","SEP",2003-09-01,"Barranquilla",29.2
"1972","2003","NOV",2003-11-01,"Barranquilla",28.4
"1973","2003","DEC",2003-12-01,"Barranquilla",27.7
"1974","2004","JAN",2004-01-01,"Barranquilla",27.2
"1975","2004","FEB",2004-02-01,"Barranquilla",27.6
"1976","2004","MAR",2004-03-01,"Barranquilla",27.5
"1977","2004","APR",2004-04-01,"Barranquilla",28.2
"1978","2004","MAY",2004-05-01,"Barranquilla",28.4
"1979","2004","JUN",2004-06-01,"Barranquilla",28.9
"1980","2004","JUL",2004-07-01,"Barranquilla",28
"1981","2004","AUG",2004-08-01,"Barranquilla",28.7
"1982","2004","SEP",2004-09-01,"Barranquilla",27.6
"1983","2004","NOV",2004-11-01,"Barranquilla",27.4
"1984","2004","DEC",2004-12-01,"Barranquilla",27.5
"1985","2005","FEB",2005-02-01,"Barranquilla",27.5
"1986","2005","MAR",2005-03-01,"Barranquilla",28.6
"1987","2005","APR",2005-04-01,"Barranquilla",29.1
"1988","2005","MAY",2005-05-01,"Barranquilla",28.8
"1989","2005","JUN",2005-06-01,"Barranquilla",28.6
"1990","2005","JUL",2005-07-01,"Barranquilla",28.7
"1991","2005","AUG",2005-08-01,"Barranquilla",28.4
"1992","2005","SEP",2005-09-01,"Barranquilla",28.3
"1993","2005","OCT",2005-10-01,"Barranquilla",27
"1994","2005","NOV",2005-11-01,"Barranquilla",27.3
"1995","2005","DEC",2005-12-01,"Barranquilla",27.5
"1996","2006","JAN",2006-01-01,"Barranquilla",27.6
"1997","2006","FEB",2006-02-01,"Barranquilla",27.4
"1998","2006","MAR",2006-03-01,"Barranquilla",27.6
"1999","2006","APR",2006-04-01,"Barranquilla",28.3
"2000","2006","MAY",2006-05-01,"Barranquilla",28.8
"2001","2006","JUN",2006-06-01,"Barranquilla",28.5
"2002","2006","AUG",2006-08-01,"Barranquilla",28.3
